feature_set,model,n_splits,n_partitions,n_groups,roc_auc_mean,roc_auc_std,avg_precision_mean,avg_precision_std,precision_at_20_mean,precision_at_20_std,precision_at_50_mean,precision_at_50_std,precision_at_100_mean,precision_at_100_std
principled_expression,ensemble,20,4,5,0.7468427269053729,0.11452958914704596,0.3432140993061075,0.1912855219635014,0.3,0.1654340383737022,0.16899999999999998,0.09436212442667762,0.10795901639344263,0.06053086217463807
principled_expression,logreg,20,4,5,0.7036190564796663,0.09077289107698629,0.2422755427869649,0.12968374067474392,0.2225,0.12190915513308735,0.15100000000000002,0.08116908926821575,0.10045901639344264,0.053102891761148276
principled_expression,rf,20,4,5,0.7396789276278379,0.15769359638919395,0.3410772429882883,0.2122761692075957,0.31,0.20685616665743986,0.189,0.11778213607736689,0.10995901639344266,0.06840244644940865
principled_expression,xgb,20,4,5,0.7145711468706777,0.11458730312699879,0.2763241168872013,0.16709734593747827,0.26499999999999996,0.17629222151989876,0.168,0.10102631236204598,0.10695901639344263,0.06747868314170478
