feature_set,model,outer_folds,inner_folds,n_iter,roc_auc,avg_precision,precision_at_20,precision_at_50,precision_at_100,roc_auc_mean,roc_auc_std,avg_precision_mean,avg_precision_std
principled_expression_no_position,logreg,5,3,30,0.759087706939063,0.3585738624719845,0.65,0.42,0.29,0.7572942028031849,0.046185789493459674,0.361953577057834,0.13234037114517622
principled_expression_no_position,rf,5,3,30,0.8109193377949981,0.46266135714700374,0.8,0.56,0.41,0.8232545897216555,0.03411015932504034,0.4949720912065233,0.13523721073016073
principled_expression_no_position,xgb,5,3,30,0.781683691440648,0.4063994651533151,0.7,0.52,0.33,0.7869645324735145,0.04525437182136589,0.4514392869356406,0.1016279973699724
